id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
473026,the incidence of contrast-induced nephropathy in trauma patients.,eng,european journal of emergency medicine : official journal of the european society for emergency medicine,eur j emerg med,1473-5695,15,3,6/1/08,134-9,"{""rich sinert"",""shoma desai"",""antonia hipp"",""carmen lopez""}"
473599,the effectiveness of n-acetylcysteine in preventing contrast-induced nephropathy in patients undergoing contrast-enhanced computed tomography: a meta-analysis of randomized controlled trials (provisional abstract),_nan_,international urology and nephrology,j psychiatr res,0301-1623,45,5,1/1/13,1309-1318,"{""yh hsu"",""ms yao"",""cs wong"",""ch bai"",""my wu"",""yf lin"",""cy hsiang"",""kw tam"",""yw li"",""hf hsiang""}"
474288,current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,eng,journal of geriatric oncology,j geriatr oncol,1879-4076,6,1,1/1/15,15-22,"{""marlies l van bekkum"",""barbara c van munster"",""marije e hamaker"",""carolien h smorenburg"",""peter l m thunnissen""}"
475847,lessons learned and not learned from the support project.,eng,palliative med.,ophthalmic surg lasers,0269-2163,13,2,3/1/99,91-3,"{""j m teno""}"
476191,endovascular treatment of ruptured large or wide-neck basilar tip aneurysms associated with moyamoya disease using the stent-assisted coil technique.,eng,journal of stroke and cerebrovascular diseases : the official journal of national stroke association,j stroke cerebrovasc dis,1532-8511,_nan_,_nan_,7/24/15,_nan_,"{""yibin fang"",""pengfei yang"",""jianmin liu"",""yi xu"",""qinghai huang"",""wenyuan zhao"",""dongwei dai"",""yan chen""}"
476199,cognitive outcome of pediatric moyamoya disease.,eng,journal of korean neurosurgical society,j korean neurosurg soc,2005-3711,57,6,6/1/15,440-4,"{""ju-seong kim"",""dong-seok kim"",""eun-kyung park"",""kyu-won shim""}"
478292,haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,acta neurochirurgica,acta cytol.,jan-68,139,3,1/1/97,257-8,"{""y takagi"",""n hashimoto"",""y goto""}"
480030,adaptive convex combination approach for the identification of improper quaternion processes,eng,cardiology in the young,curr. opin. pediatr.,1678-4464,25,1,1/1/14,172-82,"{""c. jahanchahi"",""c. c. took"",""b. c. ujang"",""d. p. mandic""}"
480649,dyspareunia and sexual dysfunction following vaginal delivery in thai primiparous women with second degree perineal tear: a prospective cohort study,_nan_,journal of sexual medicine,"american journal of critical care : an official publication, american association of critical-care nurses",1139-6121,12,0,1/1/15,58,"{""a. ungkanungdecha"",""c. chayachinda"",""j. veeragul"",""j. jisabai""}"
481173,operations for cervical incompetence,eng,clin obstet gynecol,clinical obstetrics and gynecology,0009-9201 (print) 0009-9201,29,2,1/1/86,240-54,"{""d. w. branch""}"
481882,inhibition of cisplatin-induced lipid catabolism and weight loss by ghrelin in male mice.,eng,endocrinology,endocrinology,1945-7170,154,9,9/1/13,3118-29,"{""thomas scherer"",""jose m garcia"",""victor papusha"",""ji-an chen"",""mark asnicar"",""joanna smiechowska"",""bobby guillory"",""christoph buettner"",""roy g smith"",""anriada nassif""}"
482584,functional conservation and divergence of j-domain-containing zuo1/zrf orthologs throughout evolution.,eng,planta,planta,1432-2048,239,6,6/1/14,1159-73,"{""chunlin liu"",""wen-hui shen"",""ying ruan"",""dong-hong chen"",""yong huang""}"
482860,[indirect anastomoses for moyamoya disease].,jpn,no shinkei geka. neurological surgery,aids,0301-2603,26,9,9/1/98,769-86,"{""y matsushima""}"
484593,new anticoagulants for atrial fibrillation.,eng,j. cardiovasc. med.,"journal of cardiovascular medicine (hagerstown, md.)",1558-2027,10,6,6/1/09,446-53,"{""raffaele de caterina"",""giulia renda"",""steen dalby kristensen""}"
485934,"comparison of the chads2, cha2ds2-vasc and has-bled scores for the prediction of clinically relevant bleeding in anticoagulated patients with atrial fibrillation: the amadeus trial.",eng,thrombosis and haemostasis,thromb haemost,0340-6245,110,5,11/1/13,1074-9,"{""d a lane"",""s apostolakis"",""g y h lip"",""h buller""}"
490584,[effects of hand acupuncture therapy on sleep quality in sleep disrupted adults: verification by polysomnography and cerebral blood flow test],korean,nowoczesne biomateria��y jako opatrunki hemostatyczne w chirurgii oszczedzajacej miazsz nerki--model zwierzecy. doniesienie wstepne.,addict.behav.,0370-0747,37,7,1/1/07,1108-18,"{""e. h. hwang""}"
490750,obesity and obstructive sleep apnea: carry the torch of awareness,_nan_,global journal of health science,glob j health sci,1916-9736,6,2,1/1/11,55-56,"{""k. f. joyner""}"
491006,nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,english,cancer epidemiology biomarkers and prevention,johns hopkins med. j.,1569-8041,24,2,1/1/15,160-6,"{""a. keliris"",""i. koutsourelakis"",""a. minaritzoglou"",""s. zakynthinos""}"
491837,"sleep, sleep-dependent procedural learning and vigilance in chronic cocaine users: evidence for occult insomnia",english,international journal of medical informatics,eur j radiol,-4928,82,3,1/1/06,238-49,"{""r. t. malison"",""e. f. pace-schott"",""v. coric"",""p. t. morgan"",""r. stickgold"",""z. h. sahul""}"
494428,out-of-hospital cardiac arrests occurring in southern ontario health care clinics: bystander cardiopulmonary resuscitation and automated external defibrillator use.,eng,canadian family physician medecin de famille canadien,can fam physician,1715-5258,56,6,6/1/10,e213-8,"{""karen k lam"",""steven c brooks"",""laurie j morrison""}"
495319,clinical outcome following icd removal. the bilitch registry group,eng,functional neurology,the journal of the oklahoma state medical association,0030-1876 (print) 0030-1876,16,0,1/1/93,186-192,"{""s. furman"",""d. t. kawanishi"",""s. l. song""}"
497593,"ventricular arrhythmias in the north american multidisciplinary study of arvc: predictors, characteristics, and treatment",eng,allergy: european journal of allergy and clinical immunology,international journal of gynaecology and obstetrics: the official organ of the international federation of gynaecology and obstetrics,0020-7292,64,0,1/1/14,119-125,"{""n. a. mark estes"",""scott mcnitt"",""wojciech zareba"",""bronislava polonsky"",""douglas laidlaw"",""mark s. link"",""frank marcus"",""kathleen gear""}"
498344,"infectious diseases. as ebola wanes, trials jockey for patients.",eng,"science (new york, n.y.)",science,1095-9203,348,6230,4/3/15,20,"{""kai kupferschmidt""}"
498345,ebola virus gp gene polyadenylation versus rna editing.,eng,the journal of infectious diseases,j. infect. dis.,1537-6613,_nan_,_nan_,4/2/15,_nan_,"{""valentina a volchkova"",""jaroslav vorac"",""philip lawrence"",""laurie repiquet-paire"",""viktor e volchkov""}"
499983,the role of viral infection in pulmonary exacerbations of     bronchiectasis in adults: a prospective study,english,chest,chest,1931-3543,147,6,1/1/15,1635-1643,"{""gao yh"",""lin zy"",""zhang gj"",""zhong ns"",""chen rc"",""gao y"",""tang y"",""lin zm"",""xu g"",""li hm"",""guan wj""}"
500618,effects of control over office workspace on perceptions of the work environment and work outcomes,_nan_,journal of environmental psychology,annales francaises d'anesthesie et de reanimation,0272-4944,25,3,1/1/05,323-333,"{""so young lee"",""jay l. brand""}"
501663,the epidemiology of injury for an elite junior australian football cohort,_nan_,journal of science & medicine in sport,eur j emerg med,14402440,15,3,1/1/12,207-212,"{""john petkov"",""steve bailey"",""samuel chalmers"",""michael heynen"",""ebonie scase"",""mary e magarey""}"
503159,sports injuries of the ankle. [japanese],_nan_,nippon seikeigeka gakkai zasshi,korean j.anesth.,2005-7563,63,1,1/1/89,146-160,"{""e fujimaki""}"
503354,"early ankle mobilization, part i: the immediate effect on acute, lateral ankle sprains (a randomized clinical trial)",_nan_,military medicine,ann r coll surg engl,0035-8843,159,1,1/1/94,15-20,"{""j r dettori"",""b d pearson"",""c j basmania"",""w m lednar""}"
503451,epidemiology of sporting injuries among elite soccer players: a longitudinal study,_nan_,rheumatology (united kingdom),rheumatology,1462-0324,51,0,1/1/12,iii25-iii25,"{""m gimpel"",""s gadola"",""p cooper"",""k jameson"",""g deakin"",""m godtschailk"",""m stokes"",""c cooper""}"
503528,difference in postural control between patients with functional and mechanical ankle instability,eng,foot ankle int,foot & ankle international,1071-1007 (print) 1071-1007,35,10,1/1/14,1068-1074,"{""s y chen"",""h chen"",""h y li"",""j zhang"",""y h hua""}"
504206,tropical infection after a case of total hip arthroplasty.,eng,the journal of hospital infection,j. hosp. infect.,1532-2939,87,3,7/1/14,179-81,"{""e senneville"",""h melliez"",""v lovi"",""c joseph"",""m douaud"",""m pradier"",""t boyer"",""a meybeck"",""l fortin-lebraud""}"
504928,azathioprine for multiple sclerosis,_nan_,j hand surg am,bmc musculoskeletal disorders,0370-0747,0,4,1/1/07,_nan_,"{""ilaria casetta"",""gerardo iuliano"",""graziella filippini""}"
505530,fiscal impact of a potential legislative ban on second trimester elective terminations for prenatally diagnosed abnormalities (structured abstract),_nan_,j pediatr (rio j),jornal de pediatria,0021-7557,91,5,1/1/00,359-362,"{""e. l. krivchenia"",""m. i. evans"",""m. a. ayoub"",""v. l. miller"",""s. b. ransom""}"
506162,efficacy of class 1 elastic compression stockings in the early stages of chronic venous disease. a comparative study.,eng,int. angiol.,atheroscler suppl,0392-9590,22,4,12/1/03,383-92,"{""f vin"",""f a allaert"",""j p benigni"",""s sadoun""}"
513503,whatsapp messenger is useful and reproducible in the assessment of tibial plateau fractures: inter- and intra-observer agreement study.,eng,international journal of medical informatics,int j med inform,1872-8243,84,2,2/1/15,141-8,"{""felipe serṛo de souza"",""ney pecegueiro do amaral"",""carlos henrique mendes"",""hilton augusto koch"",""vincenzo giordano"",""andr̩ bergamin""}"
513630,pan-canadian study of mammography screening and mortality from breast cancer.,eng,journal of the national cancer institute,j. natl. cancer inst.,1460-2105,106,11,11/1/14,_nan_,"{""jennifer payne"",""rukshanda ahmad"",""gregory doyle"",""norm phillips"",""anna m chiarelli"",""christine wilson"",""kathleen decker"",""andrew coldman"",""bin zhang"",""jacques brisson""}"
513829,ct false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume ct data.,eng,skeletal radiology,skeletal radiol,1432-2161,43,11,11/1/14,1605-11,"{""dominic s carreira"",""ross m borzykowski"",""john kozy"",""steven d needell""}"
514411,osteoid osteoma treated by percutaneous thermal ablation: when do we fail? a systematic review and guidelines for future reporting.,eng,cardiovascular and interventional radiology,cardiovasc intervent radiol,1432-086x,37,6,12/1/14,1530-9,"{""luca maria sconfienza"",""ezio lanza"",""gianpaolo cornalba"",""dario poretti"",""catherine cyteval"",""pierre viala"",""francesco sardanelli"",""yann thouvenin""}"
514759,semi-automated scoring of pulmonary emphysema from x-ray ct: trainee reproducibility and accuracy.,eng,european journal of radiology,eur j radiol,1872-7727,82,11,11/1/13,e734-41,"{""roya etemad-rezai"",""amir m owrangi"",""nabil hussain"",""jack chiu"",""andrew lu"",""brandon entwistle"",""grace parraga""}"
515254,radiographic detection of artificially created horizontal root fracture using different cone beam ct units with small fields of view.,eng,dento maxillo facial radiology,dentomaxillofac radiol,0250-832x,42,4,1/1/13,20120261,"{""s murat"",""h avsever"",""s y�_ksel"",""c s paksoy"",""b onder"",""k kamburoglu""}"
516758,comparison of 3d os-em and 4d map-rbi-em reconstruction algorithms for cardiac motion abnormality classification using a motion observer.,eng,ieee transactions on nuclear science,ieee trans nucl sci,0018-9499,57,5,8/26/10,2571,"{""taek-soo lee"",""w paul segars"",""xin he"",""jing tang"",""benjamin m w tsui""}"
517503,the impact of 3d volume of interest definition on accuracy and precision of activity estimation in quantitative spect and planar processing methods.,eng,physics in medicine and biology,phys med biol,1361-6560,55,12,6/21/10,3535-44,"{""bin he"",""eric c frey""}"
518335,fractional flow reserve for guiding pci.,eng,the new england journal of medicine,n. engl. j. med.,1533-4406,360,19,5/7/09,2024, author reply 2026-7
519287,a method for determining skeletal lengths from dxa images.,eng,bmc musculoskelet disord,bmc musculoskeletal disorders,1471-2474,8,_nan_,1/1/07,113,"{""glen m blake"",""tim d spector"",""ignac fogelman"",""usha chinappen-horsley""}"
519732,classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,eng,statistical methods in medical research,stat methods med res,0962-2802,16,1,2/1/07,13-29,"{""john t sharp"",""weng kee wong"",""grace s park"",""harold e paulus"",""myungshin oh"",""richard h gold"",""dinesh khanna""}"
520153,fetal lung volume measurements: determination with mr imaging--effect of various factors.,eng,radiology,radiology,0033-8419,240,1,7/1/06,187-93,"{""carol e barnewolt"",""hiroto hatabu"",""mizuki nishino"",""deborah levine"",""henry a feldman"",""judy a estroff"",""valerie l ward""}"
520771,[skeletal maturation in assessing underage asylum seekers].,dut,"euthanasie en andere medische beslissingen rond het levenseinde, 1990-1995",ann. med.,0028-2162,149,22,5/28/05,1241, author reply 1241
520843,sonographically guided biopsy of focal lesions: a comparison of freehand and probe-guided techniques using a phantom.,eng,ajr. american journal of roentgenology,ajr am j roentgenol,0361-803x,184,5,5/1/05,1652-6,"{""duncan m brooks"",""pramit m phal"",""rory wolfe""}"
521132,a cadaver model to evaluate the accuracy and reproducibility of plain radiograph step and gap measurements for intra-articular fracture of the distal radius.,eng,j hand surg am,the journal of hand surgery,0363-5023,29,5,9/1/04,841-7,"{""jeff knight"",""jeffery m smith"",""thomas e trumble"",""wren v mccallister""}"
524073,evaluation of technical quality of endodontic treatment--reliability of intraoral radiographs.,eng,endodontics & dental traumatology,endod dent traumatol,0109-2502,13,6,12/1/97,259-64,"{""m eckerbom"",""t magnusson""}"
525874,potential for inter-observer and intra-observer variability in x-ray review to establish stone-free rates after lithotripsy.,eng,j. urol.,acta cytol.,0022-5347,147,3,3/1/92,559-62,"{""d caron"",""s j witchell"",""m a jewett"",""e l st louis"",""r r gray"",""c bombardier"",""s kumra"",""k e psihramis"",""m r ryan""}"
526825,genetic overlap between diagnostic subtypes of ischemic stroke.,eng,stroke, a journal of cerebral circulation,stroke,1524-4628,46,3,3/1/15,615-9
529562,intravenous insulin treatment in acute stroke: a systematic review and meta-analysis of randomized controlled trials.,eng,international journal of stroke : official journal of the international stroke society,int j stroke,1747-4949,9,4,6/1/14,489-93,"{""p michel"",""v papavasileiou"",""g ntaios"",""a bargiota"",""k makaritsis""}"
530323,"strategies for partner notification for sexually transmitted infections, including hiv.",eng,cochrane database syst. rev.,cochrane database syst rev,1469-493x,10,_nan_,1/1/13,cd002843,"{""catherine mathews"",""moleen zunza"",""adel ferreira"",""nicola low"",""taryn young""}"
533193,biofeedback dialysis for hypotension and hypervolemia: a systematic review and meta-analysis.,eng,"nephrology, dialysis, transplantation : official publication of the european dialysis and transplant association - european renal association",nephrol. dial. transplant.,1460-2385,28,1,1/1/13,182-91,"{""elie a akl"",""gordon guyatt"",""stephen d walter"",""rita s suri"",""reem a mustafa"",""gihad e nesrallah"",""robert m lindsay""}"
533425,a meta-analytic review of exposure in group cognitive behavioral therapy for posttraumatic stress disorder.,eng,clinical psychology review,clin psychol rev,1873-7811,33,1,2/1/13,24-32,"{""r f hofstein"",""j m mott"",""t l barrera"",""e j teng""}"
535901,historical misrepresentation in science: the case of fetal alcohol syndrome,eng,sci eng ethics,science and engineering ethics,1353-3452 (print)     1353-3452,4,4,1/1/98,427-35,"{""s. n. pennington"",""i. a. shibley""}"
539034,cognitive impairment and risk of cardiovascular events and mortality.,eng,european heart journal,eur. heart j.,1522-9645,33,14,7/1/12,1777-86,"{""salim yusuf"",""martin o'donnell"",""craig anderson"",""irene marzona"",""peter sleight"",""jeff probstfield"",""antonio dans"",""peggy gao"",""jackie bosch"",""koon teo""}"
540850,glucocorticosteroid treatment of vasogenic oedema,eng,acta neurochir suppl (wien),acta neurochirurgica. supplementum,0065-1419 (print)     0065-1419,43,0,1/1/88,145-8,"{""w. bodsch"",""t. rommel""}"
541739,"accuracy, risk and the intrinsic value of diagnostic imaging: a review of the cost-utility literature.",eng,academic radiology,acad radiol,1878-4046,19,5,5/1/12,599-606,"{""hansel j otero"",""peter j neumann"",""chi h fang"",""robert j ward"",""meera sekar""}"
543292,effects of test administrator characteristics on achievement test scores,_nan_,online submission,brain behav,978-957-41-6666-4,0,0,4/1/05,_nan_,"{""maria papapolydorou"",""taslima rahman"",""william d. schafer"",""lori parker""}"
546048,the impact of read right: semester-only versus year-long inplementation,_nan_,proquest llc,brain behav,978-1-2673-2110-7,0,0,1/1/13,_nan_,"{""john b. sell""}"
546484,the effects of pre-reading and sharing mechanisms on learning with the use of annotations,_nan_,turkish online journal of educational technology - tojet,emerg radiol,1303-6521,10,2,4/1/11,234-249,"{""wu-yuin hwang"",""guo-liang hsu""}"
547657,read with me! examining the effects of a community volunteer reading program on preschoolers' literacy skills,_nan_,proquest llc,rheumatology,978-1-2673-2110-7,0,0,1/1/12,_nan_,"{""cynthia j. carson""}"
548616,"educating emergent bilinguals: policies, programs, and practices for english language learners. language & literacy series",_nan_,teachers college press,geriatrics & gerontology international,0-8077-4913-3,0,0,10/1/10,_nan_,"{""ofelia garcia"",""jo anne kleifgen""}"
550350,mapping curriculum to ed tech and industry standards,_nan_,learning & leading with technology,psychooncology,"1051-1970, 1051-1970",33,6,3/1/06,14-17,"{""or. international society for technology in education, eugene"",""bjorn norstrom""}"
553088,"validity of international classification of diseases, ninth revision, clinical modification (icd-9-cm) screening for sepsis in surgical mortalities.",eng,surgical infections,surg infect (larchmt),1557-8674,15,5,10/1/14,513-6,"{""catherine mays"",""rajesh ramanathan"",""dale harvey"",""gregory stockslager"",""therese m duane"",""patricia leavell""}"
556090,lung function efficacy of olodaterol qd delivered via respimat� vs placebo and formoterol bid in patients with copd: two 48-week studies [abstract],english,"respirology (carlton, vic.)",respirology,1440-1843,0,0,1/1/14,120 [tp 184],"{""pizzichini e"",""hart l"",""paggiaro p"",""hamilton a"",""peters m"",""korducki l"",""de salvo m"",""de la hoz a"",""koch a""}"
556116,a controlled trial of anterior spinal fusion and d̩bridement in the surgical management of tuberculosis of the spine in patients on standard chemotherapy: a study in two centres in south africa. seventh report of the medical research council working party on tuberculosis of the spine,_nan_,paediatrics & child health,paediatr child health,1918-1485,59,2,1/1/78,79-105,{null}
556624,fludarabine vs cladribine plus busulfan and low-dose tbi as reduced intensity conditioning for allogeneic hematopoietic stem cell transplantation: a prospective randomized trial,_nan_,actas urologicas espanolas,actas urol esp,1699-7980,39,4,1/1/07,193-9,"{""d. j. weisdorf"",""d. douek"",""y. tan"",""l. j. burns"",""j. s. miller"",""b. r. blazar"",""m. arora"",""t. defor"",""m. l. macmillan"",""m. markova"",""j. e. wagner"",""j. n. barker"",""t. repka""}"
556803,neurocognitive assessment in 13 patients affected by muchopolysaccharidosis iva (mps iva),_nan_,environmental toxicology and pharmacology,environ. toxicol. pharmacol.,1872-7077,37,1,1/1/14,s136,"{""m. rigoldi"",""s. gasperini"",""b. m. del menico"",""f. nichelli"",""a. boncimino"",""m. calabria"",""p. meregalli"",""r. parini""}"
557824,"analysis of the cochrane review: biomarkers as point-of-care tests to guide prescription of antibiotics in patients with acute respiratory infections in primary care. cochrane database syst rev. 2014,11:cd10130",_nan_,journal of the american board of family medicine : jabfm,j am board fam med,1557-2625,27,6,1/1/14,677-680,"{""p. azevedo"",""a. vaz-carneiro"",""j. costa""}"
558738,antimicrobial susceptibility among gram-positive organisms collected from pediatric patients globally between 2004 and 2011: results from the tigecycline evaluation and surveillance trial,eng,rheumatology (united kingdom),rheumatology,1462-0324,51,7,1/1/13,2371-8,"{""m. brandon"",""m. j. dowzicky""}"
558766,burkholderia cepacia complex infection in a case of sinonasal polyposis recurrence without cystic fibrosis,eng,tumour biology : the journal of the international society for oncodevelopmental biology and medicine,neurobiol. aging,0893-133x,35,3,1/1/08,414-6,"{""a. pavin"",""a. staffieri"",""g. marioni"",""g. brescia"",""r. rinaldi""}"
558824,swabbing surgical sites does not improve the detection of staphylococcus aureus carriage in high-risk surgical patients,eng,cochrane database syst rev,american journal of perinatology,978-1-4503-3459-4,0,0,1/1/15,_nan_,"{""m. s. ihara"",""j. r. tripet-diel"",""k. shahlaie"",""c. s. li"",""j. brown"",""s. h. cohen"",""m. giordani"",""e. o. klineberg""}"
560120,a novel approach to control hyperglycemia in type 2 diabetes: sodium glucose co-transport (sglt) inhibitors: systematic review and meta-analysis of randomized trials.,eng,annals of medicine,ann. med.,1365-2060,44,4,6/1/12,375-93,"{""gianfranco pagano"",""giovanni musso"",""maurizio cassader"",""roberto gambino""}"
563505,multiparametric mri for recurrent prostate cancer post radical prostatectomy and postradiation therapy.,eng,biomed research international,biomed res int,2314-6141,2014,_nan_,1/1/14,316272,"{""valeria panebianco"",""flavio barchetti""}"
564924,complication rate of endosonography (endobronchial and endoscopic ultrasound): a systematic review.,eng,respiration, international review of thoracic diseases,respiration,1423-0356,87,4,1/1/14,343-51
565079,the effect of preservation solutions for storage of liver allografts on transplant outcomes: a systematic review and meta-analysis.,eng,annals of surgery,ann surg,1528-1140,260,1,7/1/14,46-55,"{""john m o�_callaghan"",""robert d morgan"",""peter j morris"",""simon r knight""}"
565528,barriers and facilitators to implementing electronic prescription: a systematic review of user groups' perceptions.,eng,journal of the american medical informatics association : jamia,j am med inform assoc,1527-974x,21,3,5/1/14,535-41,"{""marie-pierre gagnon"",""claude sicotte"",""��dith-romy nsangou"",""sonya grenier"",""julie payne-gagnon""}"
569841,effects of chemotherapy in aids-associated non-hodgkin's lymphoma on kaposi's sarcoma herpesvirus dna in blood.,eng,journal of clinical oncology : official journal of the american society of clinical oncology,j. clin. oncol.,1527-7755,27,15,5/20/09,2496-502,"{""ariela noy"",""lawrence d kaplan"",""yanxing yu"",""alexandra m levine"",""richard f ambinder"",""susan e krown"",""bruce j dezube"",""lan lin"",""jeannette y lee"",""gary s hayward""}"
570263,successful treatment with a rituximab-based regimen of a splenic marginal zone lymphoma with villous lymphocytes in a very frail patient on maintenance dialysis.,eng,cancer chemotherapy and pharmacology,cancer chemother. pharmacol.,1432-0843,63,4,3/1/09,759-60,"{""andrea tendas"",""paolo de fabritiis"",""marco giovannini"",""daniela piccioni"",""roberto palumbo"",""alessio pio perrotti"",""luca cupelli"",""teresa dentamaro"",""laura scaramucci"",""pasquale niscola""}"
570704,rituximab-related viral infections in lymphoma patients.,eng,leukemia & lymphoma,j sports sci,1042-8194,48,7,7/1/07,1307-12,"{""saadettin kilickap"",""omer dizdar"",""sercan aksoy"",""ibrahim barista"",""hakan harputluoglu"",""kadri altundag"",""didem sener dede""}"
572010,"a pilot study of rituximab in patients with recurrent, classic hodgkin disease.",eng,cancer,cancer,0008-543x,98,2,7/15/03,310-4,"{""anas younes"",""l jeffrey medeiros"",""frederick hagemeister"",""maria alma rodriguez"",""sima jeha"",""paolo fiumara"",""lynne v abruzzo"",""john t manning"",""jorge romaguera"",""andre goy"",""dan jones"",""peter mclaughlin""}"
572343,high-dose sequential (hds) chemotherapy for high-risk non-hodgkin's lymphoma: long-term analysis and future developments.,eng,ann. hematol.,kekkaku,0939-5555,80,_nan_,1/1/01,b123-6,"{""m ladetto"",""d caracciolo"",""g rossi"",""c marinone"",""l bergui"",""a cuttica"",""a salomone"",""m boccadoro"",""i ricca"",""c tarella"",""m pagano"",""f zallio"",""p gavarotti"",""a pileri"",""a de crescenzo""}"
572425,primary cutaneous large b-cell lymphoma of the legs: a distinct clinical pathologic entity treated with cd20 monoclonal antibody (rituximab).,eng,american journal of clinical oncology-cancer clinical trials,oncol nurs forum,0277-3732,24,3,6/1/01,237-40,"{""d m aboulafia""}"
574242,"hospitalized heart failure patients with preserved vs. reduced     ejection fraction in dubai, united arab emirates: a prospective     study",english,european journal of heart failure,eur. j. heart fail.,1879-0844,16,4,1/1/14,454-460,"{""al sayed hussain a"",""saheb sharif-askari n"",""sulaiman sa"",""al-mulla aa"",""tabatabai s"",""saheb sharif-askari f""}"
574309,"three-year outcomes in de novo liver transplant patients     receiving everolimus with reduced tacrolimus: follow-up results from     a randomized, multicenter study",english,transplantation,transplantation,0041-1337,99,7,1/1/15,1455-1462,"{""junge g"",""rauer b"",""de simone p"",""fischer l"",""de carlis l"",""kaiser gm"",""saliba f"",""duvoux c"",""metselaar hj"",""dong g"",""nevens f"",""fung jj""}"
575935,"the association between urinary cortisol excretion and cardiovascular risk factors, bone status and quality of life in the population.",eng,steroids,steroids,1878-5867,101,_nan_,9/1/15,71-7,"{""kerstin landin-wilhelmsen"",""g̦ran oler̦d"",""oskar ragnarsson"",""penelope trimpou""}"
577842,how much trash do you trash?,_nan_,science and children,psychol med,"0036-8148, 0036-8148",50,7,3/1/13,50-55,"{""vanashri nargund-joshi"",""jean s. lee""}"
581864,improving implementation of classroom instruction through teacher-directed behavioral consultation: a single-case demonstration,_nan_,international journal of behavioral consultation and therapy,blood press monit,1555-7855,2,3,1/1/06,432-438,"{""marcie w. handler"",""james k. luiselli"",""jennifer a. mautone""}"
583682,critique that! analytical writing assignments in advanced mathematics courses,_nan_,primus,psychooncology,"1051-1970, 1051-1970",16,1,3/1/06,15-jan,"{""reva kasman""}"
584706,a study of out-of-hospital cardiac arrests in northeastern minnesota,eng,jama,jama,0098-7484,256,4,1/1/86,477-83,"{""g. s. mcdonald"",""j. w. bachman"",""p. c. o'brien""}"
585766,thermoregulatory response of women to intermittent work in the heat,_nan_,journal of applied physiology,j appl physiol,0021-8987,41,1,1/1/76,57-61,"{""b. l. drinkwater"",""j. e. denton"",""s. m. horvath"",""p. b. raven""}"
587024,"gamma-tocopherol, the major form of vitamin e in the us diet, deserves more attention",eng,am j clin nutr,the american journal of clinical nutrition,feb-65,74,6,1/1/01,714-22,"{""s. christen"",""q. jiang"",""b. n. ames"",""m. k. shigenaga""}"
587683,support for nutrition from the older americans act programs: a clarification on its 40th anniversary,eng,j nutr gerontol geriatr,journal of nutrition in gerontology and geriatrics,0735-1631,32,1,1/1/13,81-3,"{""j. l. lloyd""}"
589265,consumption of fried foods and risk of metabolic syndrome: the sun cohort study,eng,clin nutr,"clinical nutrition (edinburgh, scotland)",0261-5614,33,3,1/1/14,545-9,"{""e. flores-gomez"",""f. j. basterra-gortari"",""c. sayon-orea"",""m. a. martinez-gonzalez"",""a. gea"",""m. bes-rastrollo""}"
589465,effect of a cooling hood on physiological responses to work in a hot environment,eng,j appl physiol,journal of applied physiology,0021-8987 (print)     0021-8987,29,1,1/1/70,36-9,"{""e. shvartz""}"
591619,effect of antibiotic prescribing in primary care on meticillin-resistant staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,the european respiratory journal,international journal of epidemiology,0195-9131,39,2,1/1/12,135-41,"{""a. d. hay"",""a. lovering"",""c. costelloe"",""a. montgomery"",""d. lewis"",""c. mcnulty""}"
592201,efficacy of prolonged administration of intravenous erythromycin in an ambulatory setting as treatment of severe gastroparesis: one center's experience,eng,int j gynaecol obstet,international journal of gynaecology and obstetrics: the official organ of the international federation of gynaecology and obstetrics,0020-7292,28,2,1/1/99,131-4,"{""e. m. quigley"",""j. k. dibaise""}"
592663,helicobacter pylori antibiotic resistance patterns and genotypes in adult dyspeptic patients from a regional population in north wales,eng,indian journal of ophthalmology,indian j ophthalmol,0301-4738,54,2,1/1/04,435-40,"{""a. m. walker"",""j. xerry"",""k. davies"",""n. c. elviss"",""r. j. owen""}"
592817,isolates and antibiotic resistance of culture-proven endophthalmitis cases presented to a referral center in tehran,eng,supply chain management,acad radiol,13598546,19,4,1/1/12,361-3,"{""m. m. parvaresh"",""m. hashemi"",""r. soodi"",""s. nekoozadeh"",""s. a. alemzadeh"",""k. g. falavarjani"",""m. modarres""}"
592831,discontinuing penicillin prophylaxis in children with sickle cell anemia. prophylactic penicillin study ii,_nan_,journal of chemical physics,j chem phys,1089-7690,127,5,1/1/95,685-90,"{""r. v. iyer"",""g. m. woods"",""e. vichinsky"",""t. r. kinney"",""j. i. verter"",""s. t. miller"",""c. t. holbrook"",""c. h. pegelow"",""j. m. falletta"",""g. r. buchanan""}"
